"","X.5","ID","step","angle","X.4","X.3","X.2","X.1","X","BirdId","TripID","Ring","Sex","Year","DateTime","DistTrav","WindU","WindV","WindSp","WindDir","SpeedKmH","Flying","Bearing","Dev.wind","Dev.wind2","Wind_sp_f","LoD","Dist_cro_shelf","x","y","State","Longitude","Latitude","Dist_col","max_dist"
"2777",60059,201343.1,18.1319841578396,0.0287853832898629,135439,135439,94597,135582,135582,"201343","201343.1","BS4687","M",2013,2013-02-04 02:21:22,18.15561,5.800992,9.041047,10.74207,32.68538,72.62245,"Yes",-26.66849,59.35387,59.35387,5.475601,"L",409.8863,43.92529,-47.01505,"Travel",43.92529,-47.01505,602.23377296573,1125.54822564731
"2778",60060,201343.1,17.3469129172502,0.118778336689212,135440,135440,94658,135583,135583,"201343","201343.1","BS4687","M",2013,2013-02-04 02:36:22,17.3668,4.960423,8.455997,9.803554,30.39657,69.46719,"Yes",-33.47291,63.86948,63.86948,4.317657,"L",416.1663,43.81855,-46.86925,"Travel",43.81855,-46.86925,609.533842650911,1125.54822564731
"2779",60061,201343.1,17.2501559632372,-0.116866175309763,135441,135441,94659,135584,135584,"201343","201343.1","BS4687","M",2013,2013-02-04 02:51:22,17.27291,4.960423,8.455997,9.803554,30.39657,69.09165,"Yes",-26.77935,57.17592,57.17592,5.314128,"L",424.6674,43.69336,-46.73902,"Travel",43.69336,-46.73902,618.746402362048,1125.54822564731
"2780",60062,201343.1,17.0283596688343,0.209588082459909,135442,135442,94660,135585,135585,"201343","201343.1","BS4687","M",2013,2013-02-04 03:06:22,17.04536,4.355708,8.539359,9.586076,27.02496,68.18143,"Yes",-38.78471,65.80967,65.80967,3.928077,"L",431.9117,43.59193,-46.60044,"Travel",43.59193,-46.60044,626.545728520448,1125.54822564731
"2781",60063,201343.1,9.2168920999207,-0.237264201918782,135443,135443,94661,135586,135586,"201343","201343.1","BS4687","M",2013,2013-02-04 03:21:22,9.229832,4.355708,8.539359,9.586076,27.02496,36.91933,"Yes",-25.19363,52.21859,52.21859,5.872916,"L",442.5825,43.45302,-46.48095,"Travel",43.45302,-46.48095,637.543217334888,1125.54822564731
"2782",60064,201343.1,15.6028406717837,0.118107164913406,135444,135444,94722,135587,135587,"201343","201343.1","BS4687","M",2013,2013-02-04 03:36:22,15.62102,3.89709,7.906203,8.814497,26.23941,62.48408,"Yes",-31.95731,58.19672,58.19672,4.645279,"L",446.7294,43.402,-46.40591,"Travel",43.402,-46.40591,641.830510007107,1125.54822564731
"2783",60065,201343.1,6.95433699443332,1.16923814832161,135445,135445,94723,135588,135588,"201343","201343.1","BS4687","M",2013,2013-02-04 03:51:22,6.95495,3.324018,7.897672,8.568682,22.82553,27.8198,"Yes",-98.952,121.7775,121.7775,-4.51246,"L",455.6294,43.29483,-46.28677,"Search",43.29483,-46.28677,650.877291251772,1125.54822564731
"2784",60066,201343.1,9.01507821100527,0.772511236862116,135446,135446,94724,135589,135589,"201343","201343.1","BS4687","M",2013,2013-02-04 04:06:22,9.027294,3.324018,7.897672,8.568682,22.82553,36.10918,"Yes",-143.2094,166.0349,166.0349,-8.315417,"L",462.4073,43.20567,-46.29647,"Search",43.20567,-46.29647,657.639991363163,1125.54822564731
"2785",60067,201343.1,9.40091599288501,0.21515332948044,135447,135447,94725,135590,135590,"201343","201343.1","BS4687","M",2013,2013-02-04 04:21:22,9.416356,3.324018,7.897672,8.568682,22.82553,37.66543,"Yes",-155.5445,178.37,178.37,-8.565215,"L",467.3908,43.13552,-46.3614,"Travel",43.13552,-46.3614,662.54171119685,1125.54822564731
"2786",60068,201343.1,9.57976500932774,-0.139319536571923,135448,135448,94786,135591,135591,"201343","201343.1","BS4687","M",2013,2013-02-04 04:36:22,9.594083,3.60435,6.951373,7.830257,27.40715,38.37633,"Yes",-147.5558,174.963,174.963,-7.800018,"L",470.9257,43.08487,-46.43837,"Travel",43.08487,-46.43837,665.955171397172,1125.54822564731
"2787",60069,201343.1,5.87797216171372,-1.54071537905698,135449,135449,94787,135592,135592,"201343","201343.1","BS4687","M",2013,2013-02-04 04:51:22,5.880101,3.60435,6.951373,7.830257,27.40715,23.5204,"Yes",-59.28239,86.68954,86.68954,0.4521687,"L",475.866,43.01791,-46.51108,"Search",43.01791,-46.51108,670.738058579029,1125.54822564731
"2788",60070,201343.1,12.3099166360533,-0.40113726370614,135450,135450,94788,135593,135593,"201343","201343.1","BS4687","M",2013,2013-02-04 05:06:22,12.32493,3.76673,6.577962,7.580095,29.79669,49.29973,"Yes",-36.29805,66.09474,66.09474,3.071648,"L",480.9654,42.9521,-46.48405,"Travel",42.9521,-46.48405,675.896207932643,1125.54822564731
"2789",60071,201343.1,14.2271533396807,-0.00830738752149144,135451,135451,94789,135594,135594,"201343","201343.1","BS4687","M",2013,2013-02-04 05:21:22,14.24393,3.76673,6.577962,7.580095,29.79669,56.97573,"Yes",-35.82311,65.6198,65.6198,3.128985,"L",488.5583,42.85735,-46.39476,"Travel",42.85735,-46.39476,683.649057614258,1125.54822564731
"2790",60072,201343.1,15.4751828434167,0.207628849587191,135452,135452,94850,135595,135595,"201343","201343.1","BS4687","M",2013,2013-02-04 05:36:22,15.48722,2.936447,6.461903,7.097811,24.43821,61.94887,"Yes",-47.71718,72.15539,72.15539,2.175029,"L",497.4823,42.74929,-46.29093,"Travel",42.74929,-46.29093,692.696406238075,1125.54822564731
"2791",60073,201343.1,12.4557844430113,0.0574943601400534,135453,135453,94851,135596,135596,"201343","201343.1","BS4687","M",2013,2013-02-04 05:51:22,12.46382,3.107172,6.006748,6.762806,27.35163,49.85527,"Yes",-51.01184,78.36348,78.36348,1.364073,"L",509.6446,42.60096,-46.19717,"Travel",42.60096,-46.19717,704.934678747387,1125.54822564731
"2792",60074,201343.1,12.7302119579467,-0.0377374927753556,135454,135454,94852,135597,135597,"201343","201343.1","BS4687","M",2013,2013-02-04 06:06:22,12.73955,3.107172,6.006748,6.762806,27.35163,50.95819,"Yes",-48.8528,76.20444,76.20444,1.612647,"L",519.9851,42.47569,-46.1266,"Travel",42.47569,-46.1266,715.298648096674,1125.54822564731
"2793",60075,201343.1,13.5751687314639,-0.275467072701971,135455,135455,94853,135598,135598,"201343","201343.1","BS4687","M",2013,2013-02-04 06:21:22,13.59379,2.670051,6.015434,6.581384,23.93484,54.37517,"Yes",-33.06734,57.00218,57.00218,3.584269,"L",530.3926,42.35183,-46.05117,"Travel",42.35183,-46.05117,725.703318591729,1125.54822564731
"2794",60076,201343.1,12.3072155798936,0.0598655282158125,135456,135456,94914,135599,135599,"201343","201343.1","BS4687","M",2013,2013-02-04 06:36:22,12.32195,2.341593,5.015045,5.534775,25.02851,49.2878,"Yes",-36.49522,61.52374,61.52374,2.638951,"L",539.1474,42.2563,-45.94878,"Travel",42.2563,-45.94878,734.407533608401,1125.54822564731
"2795",60077,201343.1,11.2717570164008,0.21171461935031,135457,135457,94915,135600,135600,"201343","201343.1","BS4687","M",2013,2013-02-04 06:51:22,11.27975,2.341593,5.015045,5.534775,25.02851,45.11899,"Yes",-48.62623,73.65474,73.65474,1.557622,"L",547.7987,42.16204,-45.85973,"Travel",42.16204,-45.85973,742.975155140868,1125.54822564731
"2796",60078,201343.1,3.38638171629688,-0.0418168456530802,135458,135458,94916,135601,135601,"201343","201343.1","BS4687","M",2013,2013-02-04 07:06:22,3.388944,2.505786,4.926813,5.527427,26.95797,13.55578,"Yes",-46.24611,73.20408,73.20408,1.597225,"L",557.3141,42.05325,-45.79265,"Search",42.05325,-45.79265,752.411651427787,1125.54822564731
"2797",60079,201343.1,0.293980963666474,-0.165923273927503,135459,135459,94917,135602,135602,"201343","201343.1","BS4687","M",2013,2013-02-04 07:21:22,0.2944248,2.505786,4.926813,5.527427,26.95797,1.177699,"No",-36.72916,63.68714,63.68714,2.450156,"L",560.1112,42.02181,-45.77157,"Search",42.02181,-45.77157,755.180376543977,1125.54822564731
"2798",60080,201343.1,0.11850273383832,-2.7212561695864,135460,135460,94978,135603,135603,"201343","201343.1","BS4687","M",2013,2013-02-04 07:36:22,0.1185792,2.640271,4.315104,5.05877,31.4611,0.4743169,"No",119.0502,-87.58906,87.58906,0.2128042,"L",560.3239,42.01955,-45.76945,"Search",42.01955,-45.76945,755.389989474215,1125.54822564731
"2799",60081,201343.1,0.161383890025679,-0.0576322263339614,135461,135461,94979,135604,135604,"201343","201343.1","BS4687","M",2013,2013-02-04 07:51:22,0.1617509,2.640271,4.315104,5.05877,31.4611,0.6470036,"No",122.4657,-91.0046,91.0046,-0.08869381,"L",560.2124,42.02088,-45.76997,"Search",42.02088,-45.76997,755.279049623958,1125.54822564731
"2800",60082,201343.1,2.73945945861488,3.06530143264104,135462,135462,94980,135605,135605,"201343","201343.1","BS4687","M",2013,2013-02-04 08:06:22,2.741449,2.640271,4.315104,5.05877,31.4611,10.9658,"Yes",-53.13414,84.59525,84.59525,0.4764901,"L",560.0638,42.02263,-45.77075,"Search",42.02263,-45.77075,755.131446864862,1125.54822564731
"2801",60083,201343.1,7.29150623453682,-0.00436466568421378,135463,135463,94981,135606,135606,"201343","201343.1","BS4687","M",2013,2013-02-04 08:21:22,7.295071,2.640271,4.315104,5.05877,31.4611,29.18028,"Yes",-52.88336,84.34446,84.34446,0.4985295,"L",562.4991,41.99446,-45.75596,"Travel",41.99446,-45.75596,757.547105737982,1125.54822564731
"2802",60084,201343.1,9.8871875417115,0.0356873732584466,135464,135464,95042,135607,135607,"201343","201343.1","BS4687","M",2013,2013-02-04 08:36:22,9.891703,3.04788,4.504624,5.438861,34.08273,39.56681,"Yes",-54.93318,89.01591,89.01591,0.09341131,"L",568.9811,41.91978,-45.71635,"Travel",41.91978,-45.71635,763.973725948009,1125.54822564731
"2803",60085,201343.1,10.8676952845888,-0.0181399271627451,135465,135465,95043,135608,135608,"201343","201343.1","BS4687","M",2013,2013-02-04 08:51:22,10.87356,3.04788,4.504624,5.438861,34.08273,43.49423,"Yes",-53.88637,87.9691,87.9691,0.1927449,"L",577.9566,41.81594,-45.66519,"Travel",41.81594,-45.66519,772.873843592303,1125.54822564731
"2804",60086,201343.1,11.8273344683624,-0.0987520007469556,135466,135466,95044,135609,135609,"201343","201343.1","BS4687","M",2013,2013-02-04 09:06:22,11.83525,3.466297,4.603874,5.762888,36.97641,47.34101,"Yes",-48.23576,85.21218,85.21218,0.4810056,"L",587.7801,41.70339,-45.60751,"Travel",41.70339,-45.60751,782.604705634537,1125.54822564731
"2805",60087,201343.1,11.984776440051,-0.0406394471444752,135467,135467,95045,135610,135610,"201343","201343.1","BS4687","M",2013,2013-02-04 09:21:22,11.99528,3.466297,4.603874,5.762888,36.97641,47.98111,"Yes",-45.90386,82.88028,82.88028,0.71427,"L",597.987,41.59045,-45.53657,"Travel",41.59045,-45.53657,792.680550846124,1125.54822564731
"2806",60088,201343.1,11.8875053785797,-0.0241268115731649,135468,135468,95106,135611,135611,"201343","201343.1","BS4687","M",2013,2013-02-04 09:36:22,11.89815,3.112474,5.050928,5.932906,31.64214,47.59259,"Yes",-44.52092,76.16306,76.16306,1.418911,"L",608.1517,41.4804,-45.46148,"Travel",41.4804,-45.46148,802.691147080027,1125.54822564731
"2807",60089,201343.1,12.3304060476482,-0.240612638016383,135469,135469,95107,135612,135612,"201343","201343.1","BS4687","M",2013,2013-02-04 09:51:22,12.34932,3.112474,5.050928,5.932906,31.64214,49.39728,"Yes",-30.7367,62.37883,62.37883,2.750634,"L",618.1566,41.37397,-45.38517,"Travel",41.37397,-45.38517,812.525296790181,1125.54822564731
"2808",60090,201343.1,13.1391919349083,-0.190123070508611,135470,135470,95108,135613,135613,"201343","201343.1","BS4687","M",2013,2013-02-04 10:06:22,13.16557,3.112474,5.050928,5.932906,31.64214,52.66228,"Yes",-19.84341,51.48555,51.48555,3.694492,"L",626.7777,41.29364,-45.28978,"Travel",41.29364,-45.28978,820.889254150072,1125.54822564731
"2809",60091,201343.1,11.2954298022494,0.282124942700782,135471,135471,95109,135614,135614,"201343","201343.1","BS4687","M",2013,2013-02-04 10:21:22,11.30982,3.112474,5.050928,5.932906,31.64214,45.23928,"Yes",-36.00603,67.64817,67.64817,2.256242,"L",634.2103,41.2369,-45.17856,"Travel",41.2369,-45.17856,827.969048465071,1125.54822564731
"2810",60092,201343.1,11.3684845734467,0.320647634811409,135472,135472,95170,135615,135615,"201343","201343.1","BS4687","M",2013,2013-02-04 10:36:22,11.37271,2.025347,5.073288,5.462626,21.76277,45.49085,"Yes",-54.37915,76.14192,76.14192,1.308396,"L",643.0404,41.15254,-45.09631,"Travel",41.15254,-45.09631,836.54567476471,1125.54822564731
"2811",60093,201343.1,11.5272301929297,-0.144866054204766,135473,135473,95171,135616,135616,"201343","201343.1","BS4687","M",2013,2013-02-04 10:51:22,11.53639,2.025347,5.073288,5.462626,21.76277,46.14555,"Yes",-46.0766,67.83937,67.83937,2.060527,"L",653.7378,41.03526,-45.03667,"Travel",41.03526,-45.03667,847.09531576858,1125.54822564731
"2812",60094,201343.1,11.4552930637084,0.191842448159153,135474,135474,95172,135617,135617,"201343","201343.1","BS4687","M",2013,2013-02-04 11:06:22,11.45926,2.025347,5.073288,5.462626,21.76277,45.83705,"Yes",-57.07087,78.83364,78.83364,1.057883,"L",663.9599,40.93002,-44.96467,"Travel",40.93002,-44.96467,857.108434522059,1125.54822564731
"2813",60095,201343.1,11.6981127723548,-0.0521021409602779,135475,135475,95173,135618,135618,"201343","201343.1","BS4687","M",2013,2013-02-04 11:21:22,11.70256,2.206741,4.577942,5.082053,25.73583,46.81025,"Yes",-54.08408,79.81991,79.81991,0.8982161,"L",674.9597,40.80827,-44.90857,"Travel",40.80827,-44.90857,867.976700352284,1125.54822564731
"2814",60096,201343.1,11.6807322712389,-0.112822329136583,135476,135476,95234,135619,135619,"201343","201343.1","BS4687","M",2013,2013-02-04 11:36:22,11.68821,1.963827,4.55224,4.957773,23.33527,46.75285,"Yes",-47.62146,70.95673,70.95673,1.617632,"L",686.0353,40.68843,-44.84676,"Travel",40.68843,-44.84676,878.89564448336,1125.54822564731
"2815",60097,201343.1,12.8335776242944,-0.0467450998618455,135477,135477,95235,135620,135620,"201343","201343.1","BS4687","M",2013,2013-02-04 11:51:22,12.84458,2.523148,4.063664,4.783267,31.83634,51.3783,"Yes",-44.94121,76.77755,76.77755,1.094088,"L",696.6306,40.57942,-44.77586,"Travel",40.57942,-44.77586,889.298895991308,1125.54822564731
"2816",60098,201343.1,13.2715172567446,-0.0590667206844244,135478,135478,95236,135621,135621,"201343","201343.1","BS4687","M",2013,2013-02-04 12:06:22,13.28495,2.523148,4.063664,4.783267,31.83634,53.13981,"Yes",-41.5604,73.39674,73.39674,1.366785,"L",707.76,40.46505,-44.69406,"Travel",40.46505,-44.69406,900.494977907724,1125.54822564731
"2817",60099,201343.1,12.2771556286262,0.14019127307235,135479,135479,95237,135622,135622,"201343","201343.1","BS4687","M",2013,2013-02-04 12:21:22,12.28347,2.523148,4.063664,4.783267,31.83634,49.13388,"Yes",-49.59084,81.42717,81.42717,0.7130243,"L",718.9351,40.35415,-44.60464,"Travel",40.35415,-44.60464,911.734587049735,1125.54822564731
"2818",60100,201343.1,5.28285534252628,-1.98891333956468e-05,135480,135480,95298,135623,135623,"201343","201343.1","BS4687","M",2013,2013-02-04 12:36:22,5.286815,2.737634,3.768253,4.657722,35.99839,21.14726,"Yes",-49.5858,85.58419,85.58419,0.3586173,"L",730.1168,40.23654,-44.53296,"Travel",40.23654,-44.53296,922.977302231919,1125.54822564731
"2819",60101,201343.1,0.888865875070563,-0.441273456701508,135481,135481,95299,135624,135624,"201343","201343.1","BS4687","M",2013,2013-02-04 12:51:22,0.8902139,2.737634,3.768253,4.657722,35.99839,3.560855,"No",-24.30676,60.30515,60.30515,2.307345,"L",734.9421,40.18596,-44.50213,"Search",40.18596,-44.50213,927.826022782997,1125.54822564731
"2820",60102,201343.1,0.362699577528476,-0.796831987740758,135482,135482,95300,135625,135625,"201343","201343.1","BS4687","M",2013,2013-02-04 13:06:22,0.363724,2.737634,3.768253,4.657722,35.99839,1.454896,"No",21.38077,14.61762,14.61762,4.506959,"L",735.5246,40.18136,-44.49484,"Search",40.18136,-44.49484,928.415641352642,1125.54822564731
"2821",60103,201343.1,0.356689108292131,0.0362434888500452,135483,135483,95301,135626,135626,"201343","201343.1","BS4687","M",2013,2013-02-04 13:21:22,0.3588247,2.737634,3.768253,4.657722,35.99839,1.435299,"No",19.20928,16.78911,16.78911,4.459184,"L",735.4955,40.18302,-44.4918,"Rest",40.18302,-44.4918,928.390382919519,1125.54822564731
"2822",60104,201343.1,0.365135813215381,0.0172509043613283,135484,135484,95362,135627,135627,"201343","201343.1","BS4687","M",2013,2013-02-04 13:36:22,0.3663968,2.860388,3.739902,4.708363,37.40983,1.465587,"No",18.3038,19.10604,19.10604,4.449,"L",735.48,40.1845,-44.48877,"Rest",40.1845,-44.48877,928.37856595094,1125.54822564731
"2823",60105,201343.1,1.17818617554457,0.698190820468853,135485,135485,95363,135628,135628,"201343","201343.1","BS4687","M",2013,2013-02-04 13:51:22,1.179895,2.860388,3.739902,4.708363,37.40983,4.719581,"No",-21.72702,59.13685,59.13685,2.41534,"L",735.4706,40.18594,-44.48565,"Search",40.18594,-44.48565,928.372892555103,1125.54822564731
"2824",60106,201343.1,5.09708859771298,0.461393934861469,135486,135486,95364,135629,135629,"201343","201343.1","BS4687","M",2013,2013-02-04 14:06:22,5.101185,2.860388,3.739902,4.708363,37.40983,20.40474,"Yes",-48.14964,85.55947,85.55947,0.3645416,"L",736.2042,40.18046,-44.4758,"Search",40.18046,-44.4758,929.115776790697,1125.54822564731
"2825",60107,201343.1,9.562715599744,0.0860171728517466,135487,135487,95365,135630,135630,"201343","201343.1","BS4687","M",2013,2013-02-04 14:21:22,9.566307,2.860388,3.739902,4.708363,37.40983,38.26523,"Yes",-53.0892,90.49903,90.49903,-0.04100814,"L",740.8225,40.13276,-44.44519,"Travel",40.13276,-44.44519,933.754638492275,1125.54822564731
"2826",60108,201343.1,11.1634493240036,-0.0926204121600127,135488,135488,95426,135631,135631,"201343","201343.1","BS4687","M",2013,2013-02-04 14:36:22,11.17101,3.122185,3.824425,4.937029,39.22752,44.68404,"Yes",-47.77351,87.00103,87.00103,0.2582954,"L",749.8139,40.0368,-44.39346,"Travel",40.0368,-44.39346,942.774171910666,1125.54822564731
"2827",60109,201343.1,10.3792677340006,0.182101841990594,135489,135489,95427,135632,135632,"201343","201343.1","BS4687","M",2013,2013-02-04 14:51:22,10.38088,3.139021,3.576483,4.758644,41.2729,41.52351,"Yes",-58.21445,99.48735,99.48735,-0.7843664,"L",759.9481,39.93316,-44.3259,"Travel",39.93316,-44.3259,952.943774434507,1125.54822564731
"2828",60110,201343.1,5.6556053122273,0.0324792348533668,135490,135490,95428,135633,135633,"201343","201343.1","BS4687","M",2013,2013-02-04 15:06:22,5.656435,2.64721,4.282848,5.034929,31.72003,22.62574,"Yes",-60.07055,91.79058,91.79058,-0.1573237,"L",770.0124,39.82265,-44.27664,"Travel",39.82265,-44.27664,963.024404337331,1125.54822564731
"2829",60111,201343.1,0.305659627442465,-1.07197079540239,135491,135491,95429,135634,135634,"201343","201343.1","BS4687","M",2013,2013-02-04 15:21:22,0.307257,2.64721,4.282848,5.034929,31.72003,1.229028,"No",1.289196,30.43084,30.43084,4.341323,"L",775.5418,39.76128,-44.25123,"Search",39.76128,-44.25123,968.560811130331,1125.54822564731
"2830",60112,201343.1,0.336489068930616,0.0971741255217596,135492,135492,95490,135635,135635,"201343","201343.1","BS4687","M",2013,2013-02-04 15:36:22,0.3375844,2.859597,3.983058,4.903269,35.67608,1.350338,"No",-4.243702,39.91978,39.91978,3.760531,"L",775.6305,39.76137,-44.24848,"Rest",39.76137,-44.24848,968.651232960887,1125.54822564731
"2831",60113,201343.1,0.343623334647268,-0.0341251602613881,135493,135493,95491,135636,135636,"201343","201343.1","BS4687","M",2013,2013-02-04 15:51:22,0.3443825,2.859597,3.983058,4.903269,35.67608,1.37753,"No",-2.254311,37.93039,37.93039,3.867494,"L",775.7591,39.76106,-44.24546,"Rest",39.76106,-44.24546,968.781543726605,1125.54822564731
"2832",60114,201343.1,3.51992201516819,0.634166618773446,135494,135494,95492,135637,135637,"201343","201343.1","BS4687","M",2013,2013-02-04 16:06:22,3.524399,2.859597,3.983058,4.903269,35.67608,14.0976,"Yes",-38.58707,74.26315,74.26315,1.329862,"L",775.8795,39.76089,-44.24237,"Search",39.76089,-44.24237,968.903852256846,1125.54822564731
"2833",60115,201343.1,9.09164992614987,0.236655043710194,135495,135495,95493,135638,135638,"201343","201343.1","BS4687","M",2013,2013-02-04 16:21:22,9.095561,2.859597,3.983058,4.903269,35.67608,36.38224,"Yes",-52.16193,87.83801,87.83801,0.1849756,"L",778.8269,39.73341,-44.21761,"Travel",39.73341,-44.21761,971.861536344496,1125.54822564731
"2834",60116,201343.1,8.80049458557787,0.127344802471717,135496,135496,95554,135639,135639,"201343","201343.1","BS4687","M",2013,2013-02-04 16:36:22,8.801659,2.880714,2.398618,3.748584,50.21764,35.20664,"Yes",-59.455,109.6726,109.6726,-1.261945,"L",787.3985,39.64364,-44.16738,"Travel",39.64364,-44.16738,980.447354382553,1125.54822564731
"2835",60117,201343.1,8.71180881181997,0.302622172993252,135497,135497,95555,135640,135640,"201343","201343.1","BS4687","M",2013,2013-02-04 16:51:22,8.712726,2.880714,2.398618,3.748584,50.21764,34.8509,"Yes",-76.79674,127.0144,127.0144,-2.256706,"L",796.0045,39.54894,-44.12709,"Travel",39.54894,-44.12709,989.060636947176,1125.54822564731
"2836",60118,201343.1,8.78422032863815,0.0385609932490198,135498,135498,95556,135641,135641,"201343","201343.1","BS4687","M",2013,2013-02-04 17:06:22,8.784384,2.880714,2.398618,3.748584,50.21764,35.13753,"Yes",-79.00309,129.2207,129.2207,-2.370266,"L",804.6626,39.443,-44.10913,"Travel",39.443,-44.10913,997.715336764612,1125.54822564731
"2837",60119,201343.1,7.98080520379945,-0.153976013796737,135499,135499,95557,135642,135642,"201343","201343.1","BS4687","M",2013,2013-02-04 17:21:22,7.981131,2.844753,1.786464,3.359177,57.87177,31.92452,"Yes",-70.1768,128.0486,128.0486,-2.070359,"D",813.3525,39.33532,-44.094,"Travel",39.33532,-44.094,1006.40026089992,1125.54822564731
"2838",60120,201343.1,6.480437017534,0.40179382716313,135500,135500,95618,135643,135643,"201343","201343.1","BS4687","M",2013,2013-02-04 17:36:22,6.484539,2.86994,0.5175363,2.916231,79.77771,25.93816,"Yes",-93.20275,172.9805,172.9805,-2.894372,"D",821.3227,39.2416,-44.06961,"Search",39.2416,-44.06961,1014.37096000952,1125.54822564731
"2839",60121,201343.1,1.7694419505587,0.0974247008143276,135501,135501,95619,135644,135644,"201343","201343.1","BS4687","M",2013,2013-02-04 17:51:22,1.771346,2.86994,0.5175363,2.916231,79.77771,7.085384,"No",-98.81425,178.592,178.592,-2.91535,"D",827.3181,39.16083,-44.07284,"Search",39.16083,-44.07284,1020.35543527847,1125.54822564731
"2840",60122,201343.1,0.17371116454094,0.0988124144627119,135502,135502,95620,135645,135645,"201343","201343.1","BS4687","M",2013,2013-02-04 18:06:22,0.1741002,2.86994,0.5175363,2.916231,79.77771,0.6964007,"No",-104.1809,-176.0414,176.0414,-2.909273,"D",828.8834,39.139,-44.07527,"Search",39.139,-44.07527,1021.91672640414,1125.54822564731
"2841",60123,201343.1,0.0541657252074217,1.71333254841267,135503,135503,95621,135646,135646,"201343","201343.1","BS4687","M",2013,2013-02-04 18:21:22,0.05423153,2.86994,0.5175363,2.916231,79.77771,0.2169261,"No",157.2683,-77.49055,77.49055,0.6316575,"D",829.0284,39.1369,-44.07566,"Search",39.1369,-44.07566,1022.0612526279,1125.54822564731
"2842",60124,201343.1,0.0276248451679675,-0.130642801220993,135504,135504,95682,135647,135647,"201343","201343.1","BS4687","M",2013,2013-02-04 18:36:22,0.02753389,3.098922,-0.2933537,3.112776,95.40768,0.1101356,"No",164.9588,-69.55112,69.55112,1.087515,"D",828.9925,39.13716,-44.07611,"Search",39.13716,-44.07611,1022.02522408015,1125.54822564731
"2843",60125,201343.1,0.0830871362387283,-0.537365084722955,135505,135505,95683,135648,135648,"201343","201343.1","BS4687","M",2013,2013-02-04 18:51:22,0.08351879,3.098922,-0.2933537,3.112776,95.40768,0.3340752,"No",-164.4517,-100.1407,100.1407,-0.5480517,"D",828.9771,39.13725,-44.07635,"Search",39.13725,-44.07635,1022.0096880087,1125.54822564731
"2844",60126,201343.1,0.140407321820719,-0.272519366646243,135506,135506,95684,135649,135649,"201343","201343.1","BS4687","M",2013,2013-02-04 19:06:22,0.1414152,3.098922,-0.2933537,3.112776,95.40768,0.5656609,"No",-148.8701,-115.7222,115.7222,-1.350969,"D",828.9725,39.13697,-44.07707,"Rest",39.13697,-44.07707,1022.00465454686,1125.54822564731
"2845",60127,201343.1,0.148725977790459,0.0703495054674085,135507,135507,95685,135650,135650,"201343","201343.1","BS4687","M",2013,2013-02-04 19:21:22,0.1498026,3.098922,-0.2933537,3.112776,95.40768,0.5992104,"No",-152.6216,-111.9708,111.9708,-1.164593,"D",829.0027,39.13606,-44.07815,"Rest",39.13606,-44.07815,1022.03415311287,1125.54822564731
"2846",60128,201343.1,0.182935467614853,0.150166913687065,135508,135508,95746,135651,135651,"201343","201343.1","BS4687","M",2013,2013-02-04 19:36:22,0.1832202,3.563606,-0.2247664,3.570687,93.60902,0.7328808,"No",-161.2964,-105.0946,105.0946,-0.9298568,"D",829.0244,39.13521,-44.07934,"Rest",39.13521,-44.07934,1022.05513295829,1125.54822564731
"2847",60129,201343.1,0.223663000950275,0.174359653876597,135509,135509,95747,135652,135652,"201343","201343.1","BS4687","M",2013,2013-02-04 19:51:22,0.225035,3.563606,-0.2247664,3.570687,93.60902,0.9001398,"No",-171.3944,-94.99662,94.99662,-0.3109959,"D",829.0238,39.13448,-44.0809,"Rest",39.13448,-44.0809,1022.05361519951,1125.54822564731
"2848",60130,201343.1,0.267817039277965,0.16593100027293,135510,135510,95748,135653,135653,"201343","201343.1","BS4687","M",2013,2013-02-04 20:06:22,0.2688745,3.563606,-0.2247664,3.570687,93.60902,1.075498,"No",179.0291,-85.42009,85.42009,0.2851174,"D",828.9844,39.13406,-44.08289,"Rest",39.13406,-44.08289,1022.01307706998,1125.54822564731
"2849",60131,201343.1,0.331641234257073,0.0842199886577811,135511,135511,95749,135654,135654,"201343","201343.1","BS4687","M",2013,2013-02-04 20:21:22,0.3324855,3.563606,-0.2247664,3.570687,93.60902,1.329942,"No",174.3855,-80.77647,80.77647,0.5723331,"D",828.8944,39.13411,-44.0853,"Rest",39.13411,-44.0853,1021.92181158552,1125.54822564731
"2850",60132,201343.1,0.367391483291524,0.199519923812258,135512,135512,95810,135655,135655,"201343","201343.1","BS4687","M",2013,2013-02-04 20:36:22,0.3691597,4.171779,0.4201009,4.192878,84.24966,1.476639,"No",162.837,-78.58729,78.58729,0.8296646,"D",828.7573,39.13452,-44.08827,"Rest",39.13452,-44.08827,1021.78308662085,1125.54822564731
"2851",60133,201343.1,0.349681802238516,0.154016336718779,135513,135513,95811,135656,135656,"201343","201343.1","BS4687","M",2013,2013-02-04 20:51:22,0.3492977,4.171779,0.4201009,4.192878,84.24966,1.397191,"No",154.0511,-69.80147,69.80147,1.447692,"D",828.5423,39.13587,-44.09143,"Rest",39.13587,-44.09143,1021.56650195215,1125.54822564731
